scenario,variable,t,level,baseline_level,dev_pct
baseline,E,88,1.498401867,1.498401867,0
anticipated,E,88,1.327047589,1.498401867,-11.43580247
unanticipated,E,88,0.7936925167,1.498401867,-47.03073092
baseline,E,89,1.520877895,1.520877895,0
anticipated,E,89,1.343672047,1.520877895,-11.65154997
unanticipated,E,89,0.8113187143,1.520877895,-46.6545791
baseline,E,90,1.543691063,1.543691063,0
anticipated,E,90,1.360642668,1.543691063,-11.8578386
unanticipated,E,90,0.8296337656,1.543691063,-46.25648969
baseline,E,91,1.566846429,1.566846429,0
anticipated,E,91,1.377962473,1.566846429,-12.05503954
unanticipated,E,91,0.8486730128,1.566846429,-45.83559709
baseline,E,92,1.590349126,1.590349126,0
anticipated,E,92,1.395634521,1.590349126,-12.24351314
unanticipated,E,92,0.8684729341,1.590349126,-45.39105155
baseline,E,93,1.614204362,1.614204362,0
anticipated,E,93,1.413661924,1.614204362,-12.42360897
unanticipated,E,93,0.8890710715,1.614204362,-44.92202523
baseline,E,94,1.638417428,1.638417428,0
anticipated,E,94,1.432047845,1.638417428,-12.59566577
unanticipated,E,94,0.9105059455,1.638417428,-44.42771848
baseline,E,95,1.662993689,1.662993689,0
anticipated,E,95,1.450795502,1.662993689,-12.76001155
unanticipated,E,95,0.9328169583,1.662993689,-43.90736632
baseline,E,96,1.687938595,1.687938595,0
anticipated,E,96,1.46990818,1.687938595,-12.91696365
unanticipated,E,96,0.9560442854,1.687938595,-43.36024495
baseline,E,97,1.713257674,1.713257674,0
anticipated,E,97,1.489389226,1.713257674,-13.06682882
unanticipated,E,97,0.9802287566,1.713257674,-42.78567832
baseline,E,98,1.738956539,1.738956539,0
anticipated,E,98,1.50924206,1.738956539,-13.20990341
unanticipated,E,98,1.005411728,1.738956539,-42.18304449
baseline,E,99,1.765040887,1.765040887,0
anticipated,E,99,1.529470173,1.765040887,-13.34647345
unanticipated,E,99,1.031634947,1.765040887,-41.5517819
baseline,E,100,1.7915165,1.7915165,0
anticipated,E,100,1.550077138,1.7915165,-13.47681486
unanticipated,E,100,0.9205583822,1.7915165,-48.61569055
baseline,E,101,1.818389247,1.818389247,0
anticipated,E,101,1.571066605,1.818389247,-13.60119364
unanticipated,E,101,0.926540388,1.818389247,-49.04609179
baseline,E,102,1.845665086,1.845665086,0
anticipated,E,102,1.592442309,1.845665086,-13.71986602
unanticipated,E,102,0.9327171833,1.845665086,-49.4644402
baseline,E,103,1.873350063,1.873350063,0
anticipated,E,103,1.614208073,1.873350063,-13.83307874
unanticipated,E,103,0.9390950981,1.873350063,-49.87081609
baseline,E,104,1.901450313,1.901450313,0
anticipated,E,104,1.636367809,1.901450313,-13.94106921
unanticipated,E,104,0.9456803097,1.901450313,-50.26531575
baseline,E,105,1.929972068,1.929972068,0
anticipated,E,105,1.658925522,1.929972068,-14.04406575
unanticipated,E,105,0.9524788382,1.929972068,-50.64805062
baseline,E,106,1.958921649,1.958921649,0
anticipated,E,106,1.681885311,1.958921649,-14.14228786
unanticipated,E,106,0.9594965431,1.958921649,-51.0191465
baseline,E,107,1.988305474,1.988305474,0
anticipated,E,107,1.705251372,1.988305474,-14.23594641
unanticipated,E,107,0.9667391206,1.988305474,-51.37874269
baseline,E,108,2.018130056,2.018130056,0
anticipated,E,108,1.729028003,2.018130056,-14.32524391
unanticipated,E,108,0.9742121017,2.018130056,-51.72699109
baseline,E,109,2.048402007,2.048402007,0
anticipated,E,109,1.753219601,2.048402007,-14.41037477
unanticipated,E,109,0.9819208522,2.048402007,-52.06405535
baseline,E,110,2.079128037,2.079128037,0
anticipated,E,110,1.777830667,2.079128037,-14.49152551
unanticipated,E,110,0.9898705722,2.079128037,-52.39010996
baseline,E,111,2.110314958,2.110314958,0
anticipated,E,111,1.802865809,2.110314958,-14.56887501
unanticipated,E,111,0.9980662979,2.110314958,-52.70533935
baseline,E,112,2.141969682,2.141969682,0
anticipated,E,112,1.828329741,2.141969682,-14.64259479
unanticipated,E,112,1.006512903,2.141969682,-53.00993699
baseline,E,113,2.174099227,2.174099227,0
anticipated,E,113,1.854227286,2.174099227,-14.71284922
unanticipated,E,113,1.015215103,2.174099227,-53.30410453
baseline,E,114,2.206710716,2.206710716,0
anticipated,E,114,1.880563378,2.206710716,-14.77979579
unanticipated,E,114,1.024177455,2.206710716,-53.58805085
baseline,E,115,2.239811376,2.239811376,0
anticipated,E,115,1.907343064,2.239811376,-14.84358531
unanticipated,E,115,1.033404369,2.239811376,-53.86199125
baseline,E,116,2.273408547,2.273408547,0
anticipated,E,116,1.934571503,2.273408547,-14.90436218
unanticipated,E,116,1.042900104,2.273408547,-54.12614659
baseline,E,117,2.307509675,2.307509675,0
anticipated,E,117,1.962253972,2.307509675,-14.96226461
unanticipated,E,117,1.052668782,2.307509675,-54.38074242
baseline,E,118,2.34212232,2.34212232,0
anticipated,E,118,1.990395861,2.34212232,-15.01742484
unanticipated,E,118,1.062714389,2.34212232,-54.62600822
baseline,E,119,2.377254155,2.377254155,0
anticipated,E,119,2.019002682,2.377254155,-15.06996938
unanticipated,E,119,1.073040782,2.377254155,-54.8621766
baseline,E,120,2.412912967,2.412912967,0
anticipated,E,120,2.048080063,2.412912967,-15.1200192
unanticipated,E,120,1.083651699,2.412912967,-55.08948254
baseline,E,121,2.449106662,2.449106662,0
anticipated,E,121,2.077633756,2.449106662,-15.16768998
unanticipated,E,121,1.094550764,2.449106662,-55.30816271
baseline,E,122,2.485843262,2.485843262,0
anticipated,E,122,2.107669633,2.485843262,-15.21309227
unanticipated,E,122,1.105741495,2.485843262,-55.51845477
baseline,E,123,2.523130911,2.523130911,0
anticipated,E,123,2.138193689,2.523130911,-15.25633174
unanticipated,E,123,1.117227312,2.523130911,-55.7205967
baseline,E,124,2.560977874,2.560977874,0
anticipated,E,124,2.169212045,2.560977874,-15.29750934
unanticipated,E,124,1.129011546,2.560977874,-55.91482624
baseline,E,125,2.599392542,2.599392542,0
anticipated,E,125,2.200730947,2.599392542,-15.3367215
unanticipated,E,125,1.141097446,2.599392542,-56.10138032
baseline,E,126,2.638383431,2.638383431,0
anticipated,E,126,2.23275677,2.638383431,-15.37406032
unanticipated,E,126,1.15348819,2.638383431,-56.28049447
baseline,E,127,2.677959182,2.677959182,0
anticipated,E,127,2.265296016,2.677959182,-15.40961375
unanticipated,E,127,1.166186889,2.677959182,-56.45240239
baseline,E,128,2.71812857,2.71812857,0
anticipated,E,128,2.298355315,2.71812857,-15.44346574
unanticipated,E,128,1.179196599,2.71812857,-56.61733549
baseline,E,129,2.758900498,2.758900498,0
anticipated,E,129,2.331941432,2.758900498,-15.47569644
unanticipated,E,129,1.192520327,2.758900498,-56.77552243
baseline,E,130,2.800284006,2.800284006,0
anticipated,E,130,2.366061261,2.800284006,-15.50638234
unanticipated,E,130,1.206161042,2.800284006,-56.92718881
baseline,E,131,2.842288266,2.842288266,0
anticipated,E,131,2.400721831,2.842288266,-15.53559643
unanticipated,E,131,1.220121681,2.842288266,-57.07255679
baseline,E,132,2.88492259,2.88492259,0
anticipated,E,132,2.435930307,2.88492259,-15.56340835
unanticipated,E,132,1.234405156,2.88492259,-57.21184476
baseline,E,133,2.928196429,2.928196429,0
anticipated,E,133,2.471693987,2.928196429,-15.58988453
unanticipated,E,133,1.249014364,2.928196429,-57.34526715
baseline,E,134,2.972119375,2.972119375,0
anticipated,E,134,2.508020309,2.972119375,-15.61508835
unanticipated,E,134,1.263952193,2.972119375,-57.47303411
baseline,E,135,3.016701166,3.016701166,0
anticipated,E,135,2.54491685,3.016701166,-15.63908023
unanticipated,E,135,1.27922153,3.016701166,-57.59535136
baseline,E,136,3.061951683,3.061951683,0
anticipated,E,136,2.582391327,3.061951683,-15.66191782
unanticipated,E,136,1.294825268,3.061951683,-57.71241998
baseline,E,137,3.107880959,3.107880959,0
anticipated,E,137,2.620451598,3.107880959,-15.68365605
unanticipated,E,137,1.310766313,3.107880959,-57.82443632
baseline,E,138,3.154499173,3.154499173,0
anticipated,E,138,2.659105666,3.154499173,-15.70434734
unanticipated,E,138,1.327047589,3.154499173,-57.93159179
baseline,E,139,3.201816661,3.201816661,0
anticipated,E,139,2.698361677,3.201816661,-15.72404161
unanticipated,E,139,1.343672047,3.201816661,-58.03407286
baseline,E,140,3.24984391,3.24984391,0
anticipated,E,140,2.738227923,3.24984391,-15.74278648
unanticipated,E,140,1.360642668,3.24984391,-58.13206093
baseline,E,141,3.298591569,3.298591569,0
anticipated,E,141,2.778712845,3.298591569,-15.76062732
unanticipated,E,141,1.377962473,3.298591569,-58.2257323
baseline,E,142,3.348070443,3.348070443,0
anticipated,E,142,2.819825033,3.348070443,-15.77760739
unanticipated,E,142,1.395634521,3.348070443,-58.31525814
baseline,E,143,3.398291499,3.398291499,0
anticipated,E,143,2.861573228,3.398291499,-15.79376788
unanticipated,E,143,1.413661924,3.398291499,-58.4008045
baseline,E,144,3.449265872,3.449265872,0
anticipated,E,144,2.903966323,3.449265872,-15.80914807
unanticipated,E,144,1.432047845,3.449265872,-58.48253229
baseline,E,145,3.50100486,3.50100486,0
anticipated,E,145,2.947013365,3.50100486,-15.82378537
unanticipated,E,145,1.450795502,3.50100486,-58.5605973
baseline,E,146,3.553519933,3.553519933,0
anticipated,E,146,2.990723558,3.553519933,-15.83771542
unanticipated,E,146,1.46990818,3.553519933,-58.63515028
baseline,E,147,3.606822732,3.606822732,0
anticipated,E,147,3.035106263,3.606822732,-15.8509722
unanticipated,E,147,1.489389226,3.606822732,-58.70633694
baseline,E,148,3.660925073,3.660925073,0
anticipated,E,148,3.080171001,3.660925073,-15.86358803
unanticipated,E,148,1.50924206,3.660925073,-58.77429804
baseline,E,149,3.715838949,3.715838949,0
anticipated,E,149,3.125927453,3.715838949,-15.87559374
unanticipated,E,149,1.529470173,3.715838949,-58.83916944
baseline,S,0,11.72234733,11.72234733,0
anticipated,S,0,11.72234733,11.72234733,0
unanticipated,S,0,11.72234733,11.72234733,0
baseline,S,1,11.89818254,11.89818254,0
anticipated,S,1,11.89980638,11.89818254,0.0136477326
unanticipated,S,1,11.89818254,11.89818254,0
baseline,S,2,12.07665528,12.07665528,0
anticipated,S,2,12.08024135,12.07665528,0.02969418519
unanticipated,S,2,12.07665528,12.07665528,0
baseline,S,3,12.25780511,12.25780511,0
anticipated,S,3,12.26371194,12.25780511,0.04818830636
unanticipated,S,3,12.25780511,12.25780511,0
baseline,S,4,12.44167219,12.44167219,0
anticipated,S,4,12.45028076,12.44167219,0.06919141026
unanticipated,S,4,12.44167219,12.44167219,0
baseline,S,5,12.62829727,12.62829727,0
anticipated,S,5,12.64001349,12.62829727,0.09277754279
unanticipated,S,5,12.62829727,12.62829727,0
baseline,S,6,12.81772173,12.81772173,0
anticipated,S,6,12.83297916,12.81772173,0.1190338948
unanticipated,S,6,12.81772173,12.81772173,0
baseline,S,7,13.00998755,13.00998755,0
anticipated,S,7,13.02925031,13.00998755,0.1480612632
unanticipated,S,7,13.00998755,13.00998755,0
baseline,S,8,13.20513737,13.20513737,0
anticipated,S,8,13.22890326,13.20513737,0.1799745594
unanticipated,S,8,13.20513737,13.20513737,0
baseline,S,9,13.40321443,13.40321443,0
anticipated,S,9,13.43201839,13.40321443,0.2149033677
unanticipated,S,9,13.40321443,13.40321443,0
baseline,S,10,13.60426265,13.60426265,0
anticipated,S,10,13.63868042,13.60426265,0.2529925503
unanticipated,S,10,13.60426265,13.60426265,0
baseline,S,11,13.80832658,13.80832658,0
anticipated,S,11,13.8489787,13.80832658,0.2944029031
unanticipated,S,11,13.80832658,13.80832658,0
baseline,S,12,14.01545148,14.01545148,0
anticipated,S,12,14.06300757,14.01545148,0.339311858
unanticipated,S,12,14.01545148,14.01545148,0
baseline,S,13,14.22568326,14.22568326,0
anticipated,S,13,14.28086671,14.22568326,0.3879142341
unanticipated,S,13,14.22568326,14.22568326,0
baseline,S,14,14.4390685,14.4390685,0
anticipated,S,14,14.50266149,14.4390685,0.4404230353
unanticipated,S,14,14.4390685,14.4390685,0
baseline,S,15,14.65565453,14.65565453,0
anticipated,S,15,14.72850344,14.65565453,0.4970702928
unanticipated,S,15,14.65565453,14.65565453,0
baseline,S,16,14.87548935,14.87548935,0
anticipated,S,16,14.95851064,14.87548935,0.5581079517
unanticipated,S,16,14.87548935,14.87548935,0
baseline,S,17,15.09862169,15.09862169,0
anticipated,S,17,15.19280822,15.09862169,0.623808797
unanticipated,S,17,15.09862169,15.09862169,0
baseline,S,18,15.32510102,15.32510102,0
anticipated,S,18,15.43152885,15.32510102,0.6944674186
unanticipated,S,18,15.32510102,15.32510102,0
baseline,S,19,15.55497753,15.55497753,0
anticipated,S,19,15.67481327,15.55497753,0.7704012074
unanticipated,S,19,15.55497753,15.55497753,0
baseline,S,20,15.78830219,15.78830219,0
anticipated,S,20,15.92281085,15.78830219,0.8519513814
unanticipated,S,20,15.78830219,15.78830219,0
baseline,S,21,16.02512673,16.02512673,0
anticipated,S,21,16.17568023,16.02512673,0.9394840319
unanticipated,S,21,16.02512673,16.02512673,0
baseline,S,22,16.26550363,16.26550363,0
anticipated,S,22,16.43358991,16.26550363,1.033391186
unanticipated,S,22,16.26550363,16.26550363,0
baseline,S,23,16.50948618,16.50948618,0
anticipated,S,23,16.69671892,16.50948618,1.134091873
unanticipated,S,23,16.50948618,16.50948618,0
baseline,S,24,16.75712848,16.75712848,0
anticipated,S,24,16.96525757,16.75712848,1.24203319
unanticipated,S,24,16.75712848,16.75712848,0
baseline,S,25,17.0084854,17.0084854,0
anticipated,S,25,17.23940814,17.0084854,1.357691352
unanticipated,S,25,17.0084854,17.0084854,0
baseline,S,26,17.26361268,17.26361268,0
anticipated,S,26,17.51938566,17.26361268,1.48157271
unanticipated,S,26,17.26361268,17.26361268,0
baseline,S,27,17.52256687,17.52256687,0
anticipated,S,27,17.80541873,17.52256687,1.614214732
unanticipated,S,27,17.52256687,17.52256687,0
baseline,S,28,17.78540538,17.78540538,0
anticipated,S,28,18.09775034,17.78540538,1.756186927
unanticipated,S,28,17.78540538,17.78540538,0
baseline,S,29,18.05218646,18.05218646,0
anticipated,S,29,18.39663873,18.05218646,1.908091687
unanticipated,S,29,18.05218646,18.05218646,0
baseline,S,30,18.32296925,18.32296925,0
anticipated,S,30,18.70235825,18.32296925,2.070565041
unanticipated,S,30,18.32296925,18.32296925,0
baseline,S,31,18.59781379,18.59781379,0
anticipated,S,31,19.0152003,18.59781379,2.244277289
unanticipated,S,31,18.59781379,18.59781379,0
baseline,S,32,18.876781,18.876781,0
anticipated,S,32,19.33547423,18.876781,2.429933503
unanticipated,S,32,18.876781,18.876781,0
baseline,S,33,19.15993271,19.15993271,0
anticipated,S,33,19.66350822,19.15993271,2.628273865
unanticipated,S,33,19.15993271,19.15993271,0
baseline,S,34,19.44733171,19.44733171,0
anticipated,S,34,19.99965028,19.44733171,2.840073819
unanticipated,S,34,19.44733171,19.44733171,0
baseline,S,35,19.73904168,19.73904168,0
anticipated,S,35,20.34426913,19.73904168,3.06614402
unanticipated,S,35,19.73904168,19.73904168,0
baseline,S,36,20.03512731,20.03512731,0
anticipated,S,36,20.69775509,20.03512731,3.307330041
unanticipated,S,36,20.03512731,20.03512731,0
baseline,S,37,20.33565422,20.33565422,0
anticipated,S,37,21.06052102,20.33565422,3.56451183
unanticipated,S,37,20.33565422,20.33565422,0
baseline,S,38,20.64068903,20.64068903,0
anticipated,S,38,21.43300311,20.64068903,3.83860288
unanticipated,S,38,20.64068903,20.64068903,0
baseline,S,39,20.95029936,20.95029936,0
anticipated,S,39,21.81566176,20.95029936,4.130549092
unanticipated,S,39,20.95029936,20.95029936,0
baseline,S,40,21.26455386,21.26455386,0
anticipated,S,40,22.2089823,21.26455386,4.441327321
unanticipated,S,40,21.26455386,21.26455386,0
baseline,S,41,21.58352216,21.58352216,0
anticipated,S,41,22.61347566,21.58352216,4.771943575
unanticipated,S,41,21.58352216,21.58352216,0
baseline,S,42,21.907275,21.907275,0
anticipated,S,42,23.02967908,21.907275,5.123430859
unanticipated,S,42,21.907275,21.907275,0
baseline,S,43,22.23588412,22.23588412,0
anticipated,S,43,23.45815657,22.23588412,5.496846654
unanticipated,S,43,22.23588412,22.23588412,0
baseline,S,44,22.56942238,22.56942238,0
anticipated,S,44,23.89949939,22.56942238,5.893270027
unanticipated,S,44,22.56942238,22.56942238,0
baseline,S,45,22.90796372,22.90796372,0
anticipated,S,45,24.35432636,22.90796372,6.313798368
unanticipated,S,45,22.90796372,22.90796372,0
baseline,S,46,23.25158317,23.25158317,0
anticipated,S,46,24.82328412,23.25158317,6.75954377
unanticipated,S,46,23.25158317,23.25158317,0
baseline,S,47,23.60035692,23.60035692,0
anticipated,S,47,25.30704719,23.60035692,7.231629057
unanticipated,S,47,23.60035692,23.60035692,0
baseline,S,48,23.95436228,23.95436228,0
anticipated,S,48,25.80631797,23.95436228,7.731183481
unanticipated,S,48,23.95436228,23.95436228,0
baseline,S,49,24.31367771,24.31367771,0
anticipated,S,49,26.32182656,24.31367771,8.259338125
unanticipated,S,49,24.31367771,24.31367771,0
baseline,S,50,24.67838287,24.67838287,0
anticipated,S,50,26.71594841,24.67838287,8.256479155
unanticipated,S,50,11.72234733,24.67838287,-52.49953211
baseline,S,51,25.04855862,25.04855862,0
anticipated,S,51,27.10816983,25.04855862,8.22247398
unanticipated,S,51,11.89980638,25.04855862,-52.49304937
baseline,S,52,25.424287,25.424287,0
anticipated,S,52,27.49872362,25.424287,8.159271575
unanticipated,S,52,12.08024135,25.424287,-52.48542723
baseline,S,53,25.8056513,25.8056513,0
anticipated,S,53,27.88784424,25.8056513,8.068747882
unanticipated,S,53,12.26371194,25.8056513,-52.47664244
baseline,S,54,26.19273607,26.19273607,0
anticipated,S,54,28.27576767,26.19273607,7.952707164
unanticipated,S,54,12.45028076,26.19273607,-52.46666587
baseline,S,55,26.58562711,26.58562711,0
anticipated,S,55,28.66273115,26.58562711,7.812883378
unanticipated,S,55,12.64001349,26.58562711,-52.45546234
baseline,S,56,26.98441152,26.98441152,0
anticipated,S,56,29.04897307,26.98441152,7.650941558
unanticipated,S,56,12.83297916,26.98441152,-52.44299045
baseline,S,57,27.38917769,27.38917769,0
anticipated,S,57,29.43473273,27.38917769,7.468479209
unanticipated,S,57,13.02925031,27.38917769,-52.42920232
baseline,S,58,27.80001536,27.80001536,0
anticipated,S,58,29.82025018,27.80001536,7.267027723
unanticipated,S,58,13.22890326,27.80001536,-52.41404335
baseline,S,59,28.21701559,28.21701559,0
anticipated,S,59,30.20576603,28.21701559,7.048053806
unanticipated,S,59,13.43201839,28.21701559,-52.39745201
baseline,S,60,28.64027082,28.64027082,0
anticipated,S,60,30.59152128,28.64027082,6.812960922
unanticipated,S,60,13.63868042,28.64027082,-52.37935947
baseline,S,61,29.06987488,29.06987488,0
anticipated,S,61,30.97775715,29.06987488,6.563090748
unanticipated,S,61,13.8489787,29.06987488,-52.35968935
baseline,S,62,29.50592301,29.50592301,0
anticipated,S,62,31.36471491,29.50592301,6.299724653
unanticipated,S,62,14.06300757,29.50592301,-52.33835739
baseline,S,63,29.94851185,29.94851185,0
anticipated,S,63,31.75263572,29.94851185,6.024085183
unanticipated,S,63,14.28086671,29.94851185,-52.31527103
baseline,S,64,30.39773953,30.39773953,0
anticipated,S,64,32.14176046,30.39773953,5.737337562
unanticipated,S,64,14.50266149,30.39773953,-52.29032911
baseline,S,65,30.85370562,30.85370562,0
anticipated,S,65,32.53232962,30.85370562,5.440591205
unanticipated,S,65,14.72850344,30.85370562,-52.2634214
baseline,S,66,31.31651121,31.31651121,0
anticipated,S,66,32.92458313,31.31651121,5.13490124
unanticipated,S,66,14.95851064,31.31651121,-52.23442822
baseline,S,67,31.78625888,31.78625888,0
anticipated,S,67,33.31876025,31.78625888,4.821270033
unanticipated,S,67,15.19280822,31.78625888,-52.20322001
baseline,S,68,32.26305276,32.26305276,0
anticipated,S,68,33.71509943,32.26305276,4.500648731
unanticipated,S,68,15.43152885,32.26305276,-52.16965684
baseline,S,69,32.74699855,32.74699855,0
anticipated,S,69,34.11383823,32.74699855,4.173938795
unanticipated,S,69,15.67481327,32.74699855,-52.13358793
baseline,S,70,33.23820353,33.23820353,0
anticipated,S,70,34.51521316,33.23820353,3.841993543
unanticipated,S,70,15.92281085,33.23820353,-52.09485122
baseline,S,71,33.73677658,33.73677658,0
anticipated,S,71,34.91945966,33.73677658,3.505619687
unanticipated,S,71,16.17568023,33.73677658,-52.0532728
baseline,S,72,34.24282823,34.24282823,0
anticipated,S,72,35.32681196,34.24282823,3.165578869
unanticipated,S,72,16.43358991,34.24282823,-52.00866646
baseline,S,73,34.75647065,34.75647065,0
anticipated,S,73,35.73750304,34.75647065,2.82258919
unanticipated,S,73,16.69671892,34.75647065,-51.96083316
baseline,S,74,35.27781771,35.27781771,0
anticipated,S,74,36.15176452,35.27781771,2.477326732
unanticipated,S,74,16.96525757,35.27781771,-51.90956053
baseline,S,75,35.80698498,35.80698498,0
anticipated,S,75,36.56982668,35.80698498,2.130427065
unanticipated,S,75,17.23940814,35.80698498,-51.85462237
baseline,S,76,36.34408975,36.34408975,0
anticipated,S,76,36.99191833,36.34408975,1.78248674
unanticipated,S,76,17.51938566,36.34408975,-51.79577814
baseline,S,77,36.8892511,36.8892511,0
anticipated,S,77,37.41826686,36.8892511,1.434064777
unanticipated,S,77,17.80541873,36.8892511,-51.73277256
baseline,S,78,37.44258987,37.44258987,0
anticipated,S,78,37.84909812,37.44258987,1.085684117
unanticipated,S,78,18.09775034,37.44258987,-51.6653351
baseline,S,79,38.00422871,38.00422871,0
anticipated,S,79,38.28463648,38.00422871,0.7378330715
unanticipated,S,79,18.39663873,38.00422871,-51.59317963
baseline,S,80,38.57429215,38.57429215,0
anticipated,S,80,38.7251048,38.57429215,0.3909667339
unanticipated,S,80,18.70235825,38.57429215,-51.51600403
baseline,S,81,39.15290653,39.15290653,0
anticipated,S,81,39.17072438,39.15290653,0.04550837969
unanticipated,S,81,19.0152003,39.15290653,-51.4334899
baseline,S,82,39.74020013,39.74020013,0
anticipated,S,82,39.62171505,39.74020013,-0.2981491677
unanticipated,S,82,19.33547423,39.74020013,-51.34530233
baseline,S,83,40.33630313,40.33630313,0
anticipated,S,83,40.07829511,40.33630313,-0.639642195
unanticipated,S,83,19.66350822,40.33630313,-51.25108973
baseline,S,84,40.94134767,40.94134767,0
anticipated,S,84,40.5406814,40.94134767,-0.9786347876
unanticipated,S,84,19.99965028,40.94134767,-51.15048376
baseline,S,85,41.55546789,41.55546789,0
anticipated,S,85,41.00908931,41.55546789,-1.314817548
unanticipated,S,85,20.34426913,41.55546789,-51.04309935
baseline,S,86,42.17879991,42.17879991,0
anticipated,S,86,41.48373279,42.17879991,-1.647906346
unanticipated,S,86,20.69775509,42.17879991,-50.92853487
baseline,S,87,42.81148191,42.81148191,0
anticipated,S,87,41.96482444,42.81148191,-1.9776411
unanticipated,S,87,21.06052102,42.81148191,-50.80637231
baseline,S,88,43.45365413,43.45365413,0
anticipated,S,88,42.45257554,43.45365413,-2.303784596
unanticipated,S,88,21.43300311,43.45365413,-50.67617778
baseline,S,89,44.10545895,44.10545895,0
anticipated,S,89,42.94719608,44.10545895,-2.626121333
unanticipated,S,89,21.81566176,44.10545895,-50.53750197
baseline,S,90,44.76704083,44.76704083,0
anticipated,S,90,43.44889483,44.76704083,-2.944456411
unanticipated,S,90,22.2089823,44.76704083,-50.38988085
baseline,S,91,45.43854644,45.43854644,0
anticipated,S,91,43.9578794,45.43854644,-3.25861445
unanticipated,S,91,22.61347566,45.43854644,-50.23283658
baseline,S,92,46.12012464,46.12012464,0
anticipated,S,92,44.47435634,46.12012464,-3.568438543
unanticipated,S,92,23.02967908,46.12012464,-50.06587848
baseline,S,93,46.81192651,46.81192651,0
anticipated,S,93,44.99853113,46.81192651,-3.873789247
unanticipated,S,93,23.45815657,46.81192651,-49.88850423
baseline,S,94,47.51410541,47.51410541,0
anticipated,S,94,45.53060836,47.51410541,-4.17454361
unanticipated,S,94,23.89949939,47.51410541,-49.70020127
baseline,S,95,48.22681699,48.22681699,0
anticipated,S,95,46.07079169,48.22681699,-4.470594229
unanticipated,S,95,24.35432636,48.22681699,-49.50044834
baseline,S,96,48.95021924,48.95021924,0
anticipated,S,96,46.61928404,48.95021924,-4.761848347
unanticipated,S,96,24.82328412,48.95021924,-49.28871719
baseline,S,97,49.68447253,49.68447253,0
anticipated,S,97,47.17628758,49.68447253,-5.048226984
unanticipated,S,97,25.30704719,49.68447253,-49.06447447
baseline,S,98,50.42973962,50.42973962,0
anticipated,S,98,47.74200389,50.42973962,-5.329664102
unanticipated,S,98,25.80631797,50.42973962,-48.82718378
baseline,S,99,51.18618571,51.18618571,0
anticipated,S,99,48.31663399,51.18618571,-5.606105804
unanticipated,S,99,26.32182656,51.18618571,-48.57630786
baseline,S,100,51.9539785,51.9539785,0
anticipated,S,100,48.90037844,51.9539785,-5.877509564
unanticipated,S,100,26.71594841,51.9539785,-48.57766588
baseline,S,101,52.73328818,52.73328818,0
anticipated,S,101,49.49343748,52.73328818,-6.143843498
unanticipated,S,101,27.10816983,52.73328818,-48.5938185
baseline,S,102,53.5242875,53.5242875,0
anticipated,S,102,50.09601104,53.5242875,-6.405085654
unanticipated,S,102,27.49872362,53.5242875,-48.62383994
baseline,S,103,54.32715181,54.32715181,0
anticipated,S,103,50.70829889,54.32715181,-6.661223347
unanticipated,S,103,27.88784424,54.32715181,-48.66683911
baseline,S,104,55.14205909,55.14205909,0
anticipated,S,104,51.33050072,55.14205909,-6.912252514
unanticipated,S,104,28.27576767,55.14205909,-48.721959
baseline,S,105,55.96918998,55.96918998,0
anticipated,S,105,51.96281623,55.96918998,-7.158177109
unanticipated,S,105,28.66273115,55.96918998,-48.78837595
baseline,S,106,56.80872783,56.80872783,0
anticipated,S,106,52.60544522,56.80872783,-7.399008514
unanticipated,S,106,29.04897307,56.80872783,-48.86529907
baseline,S,107,57.66085874,57.66085874,0
anticipated,S,107,53.25858769,57.66085874,-7.634764993
unanticipated,S,107,29.43473273,57.66085874,-48.95196954
baseline,S,108,58.52577162,58.52577162,0
anticipated,S,108,53.92244393,58.52577162,-7.865471162
unanticipated,S,108,29.82025018,58.52577162,-49.04765994
baseline,S,109,59.4036582,59.4036582,0
anticipated,S,109,54.59721466,59.4036582,-8.091157494
unanticipated,S,109,30.20576603,59.4036582,-49.15167358
baseline,S,110,60.29471307,60.29471307,0
anticipated,S,110,55.28310103,60.29471307,-8.311859839
unanticipated,S,110,30.59152128,60.29471307,-49.2633438
baseline,S,111,61.19913377,61.19913377,0
anticipated,S,111,55.98030482,61.19913377,-8.527618983
unanticipated,S,111,30.97775715,61.19913377,-49.3820333
baseline,S,112,62.11712077,62.11712077,0
anticipated,S,112,56.68902846,62.11712077,-8.738480217
unanticipated,S,112,31.36471491,62.11712077,-49.50713342
baseline,S,113,63.04887759,63.04887759,0
anticipated,S,113,57.40947518,63.04887759,-8.944492942
unanticipated,S,113,31.75263572,63.04887759,-49.63806346
baseline,S,114,63.99461075,63.99461075,0
anticipated,S,114,58.14184905,63.99461075,-9.145710281
unanticipated,S,114,32.14176046,63.99461075,-49.77426992
baseline,S,115,64.95452991,64.95452991,0
anticipated,S,115,58.88635514,64.95452991,-9.34218873
unanticipated,S,115,32.53232962,64.95452991,-49.91522583
baseline,S,116,65.92884786,65.92884786,0
anticipated,S,116,59.64319954,65.92884786,-9.533987815
unanticipated,S,116,32.92458313,65.92884786,-50.06043
baseline,S,117,66.91778058,66.91778058,0
anticipated,S,117,60.41258952,66.91778058,-9.721169773
unanticipated,S,117,33.31876025,66.91778058,-50.20940629
baseline,S,118,67.92154729,67.92154729,0
anticipated,S,118,61.19473359,67.92154729,-9.903799258
